h_mean,s_mean,v_mean,label,lighting,angle,bg
89.14320638020833,197.98580403645835,167.48802083333334,10k,lamp,front,turquoise
88.77259765625,197.71613606770833,167.47953125,10k,lamp,front,turquoise
88.598955078125,197.77151041666667,167.67435872395833,10k,lamp,front,turquoise
79.62128580729167,18.0928125,136.57663736979165,10k,lamp,front,white
81.768828125,17.842822265625,136.37355143229166,10k,lamp,front,white
79.410703125,18.072477213541667,136.54716145833333,10k,lamp,front,white
80.473623046875,17.883811848958334,136.63650390625,10k,lamp,front,white
80.29342122395833,17.936686197916668,136.621220703125,10k,lamp,front,white
81.89034505208333,18.084680989583333,136.31479817708333,10k,lamp,front,white
80.628095703125,17.738470052083333,136.63867838541665,10k,lamp,front,white
80.72908528645833,17.594768880208335,136.70178385416668,10k,lamp,front,white
79.308115234375,17.709420572916667,136.72170572916667,10k,lamp,front,white
79.47717447916666,17.844147135416666,136.32251302083333,10k,lamp,front,white
80.86245442708334,17.840634765625,136.39725260416665,10k,lamp,front,white
79.80126953125,17.857578125,136.30562825520835,10k,lamp,front,white
80.002763671875,18.313499348958334,135.63904622395833,10k,lamp,front,white
81.08195638020834,18.580009765625,135.31447265625,10k,lamp,front,white
81.68783203125,18.256598307291668,135.56468424479166,10k,lamp,front,white
81.50607747395833,18.79547200520833,135.303173828125,10k,lamp,front,white
80.79179361979166,18.5537890625,135.58234700520833,10k,lamp,front,white
81.0430859375,18.79109375,135.33841796875,10k,lamp,front,white
83.38923828125,18.734772135416666,135.04788736979165,10k,lamp,front,white
82.43263020833334,18.518665364583335,135.30307942708333,10k,lamp,front,white
81.123369140625,18.693492838541665,135.01819986979166,10k,lamp,front,white
80.45396484375,19.142975260416666,134.99324869791667,10k,lamp,front,white
80.989072265625,18.94622721354167,135.240224609375,10k,lamp,front,white
82.42811848958333,18.7214453125,135.78607747395833,10k,lamp,front,white
81.30035481770834,18.760709635416667,135.87757486979166,10k,lamp,front,white
82.15146809895833,18.900354817708333,135.78626302083333,10k,lamp,front,white
83.124443359375,19.105859375,135.64288736979168,10k,lamp,front,white
83.11287434895833,18.913990885416666,135.67992513020835,10k,lamp,front,white
83.1039453125,19.043531901041668,135.44889973958334,10k,lamp,front,white
82.69080729166667,19.179573567708335,135.64181315104167,10k,lamp,front,white
83.352548828125,19.033024088541666,135.74257161458334,10k,lamp,front,white
82.44038736979167,19.009189453125,135.74278645833334,10k,lamp,front,white
83.2634765625,18.960673828125,135.71928385416666,10k,lamp,front,white
83.46763671875,19.17259765625,135.725478515625,10k,lamp,front,white
83.18486979166667,18.615475260416666,135.621396484375,10k,lamp,front,white
82.79890625,19.381780598958333,135.27626302083334,10k,lamp,front,white
83.96809244791666,19.29929036458333,135.31530924479168,10k,lamp,front,white
83.35533528645833,19.403525390625,135.047490234375,10k,lamp,front,white
82.81375651041667,19.198811848958332,135.10278971354165,10k,lamp,front,white
82.46713541666666,19.3945703125,135.33727213541667,10k,lamp,front,white
83.62100911458333,19.201884765625,135.4839453125,10k,lamp,front,white
83.87575520833333,19.05609375,135.41029296875,10k,lamp,front,white
84.23487630208334,18.800670572916665,135.83621419270833,10k,lamp,front,white
84.341591796875,18.902223307291667,135.8142578125,10k,lamp,front,white
83.102939453125,18.867281901041668,135.75053385416666,10k,lamp,front,white
83.78133138020833,19.013470052083335,136.04850911458334,10k,lamp,front,white
83.74189453125,18.664661458333335,136.20273111979168,10k,lamp,front,white
84.204921875,18.68931640625,136.22908854166667,10k,lamp,front,white
83.57711588541666,18.73501953125,136.30674153645833,10k,lamp,front,white
84.09584635416667,18.6241796875,136.34439127604168,10k,lamp,front,white
83.52283528645833,18.600087890625,136.35771809895834,10k,lamp,front,white
83.58216145833333,18.47171875,136.34457356770832,10k,lamp,front,white
83.74282877604166,18.582220052083333,136.39990559895833,10k,lamp,front,white
83.50776692708334,18.875875651041667,135.970419921875,10k,lamp,front,white
83.590634765625,18.592161458333333,136.13894205729167,10k,lamp,front,white
83.41400390625,18.713020833333335,136.19145833333334,10k,lamp,front,white
84.282314453125,18.597880859375,136.16442708333332,10k,lamp,front,white
83.23556640625,18.665865885416668,136.15372721354166,10k,lamp,front,white
83.65490559895834,18.76072265625,136.14486328125,10k,lamp,front,white
83.64418294270833,18.687913411458332,136.28200846354167,10k,lamp,front,white
82.84111653645833,18.722083333333334,136.48701171875,10k,lamp,front,white
83.40857096354166,18.68728190104167,136.41758463541666,10k,lamp,front,white
83.40831380208333,18.52615234375,136.524443359375,10k,lamp,front,white
84.02865885416666,18.434993489583334,136.545244140625,10k,lamp,front,white
84.222431640625,18.428723958333332,136.54194661458334,10k,lamp,front,white
82.60498372395833,18.655035807291668,136.60131510416667,10k,lamp,front,white
83.42774088541667,18.642301432291667,136.63035481770834,10k,lamp,front,white
83.78299479166667,18.731468098958334,136.567421875,10k,lamp,front,white
83.633154296875,18.457486979166667,136.581708984375,10k,lamp,front,white
84.04375,18.125751953125,137.20313151041665,10k,lamp,front,white
82.95262369791666,18.4205078125,137.14005533854166,10k,lamp,front,white
83.35287760416666,18.46509765625,137.10638671875,10k,lamp,front,white
83.58560546875,18.523069661458333,136.69372395833332,10k,lamp,front,white
81.47925130208333,18.923704427083333,136.66431966145834,10k,lamp,front,white
82.54941080729166,18.496389973958333,136.63947265625,10k,lamp,front,white
59.904078776041665,60.51673828125,57.331897786458335,10k,lamp,tilted,black
59.817141927083334,60.489176432291664,57.365667317708336,10k,lamp,tilted,black
60.06222005208333,60.26721028645834,57.643284505208335,10k,lamp,tilted,black
60.07483723958333,60.25680338541667,57.676090494791666,10k,lamp,tilted,black
60.11315104166667,60.36986328125,57.647607421875,10k,lamp,tilted,black
59.95375651041667,60.28122721354167,57.628902994791666,10k,lamp,tilted,black
59.6428125,60.215631510416664,57.62072591145834,10k,lamp,tilted,black
59.86745442708333,60.45753580729167,57.63509440104167,10k,lamp,tilted,black
59.7528515625,60.092828776041664,57.66736328125,10k,lamp,tilted,black
59.8707421875,59.94782877604167,57.678125,10k,lamp,tilted,black
59.69031575520833,59.27187174479167,57.75437174479167,10k,lamp,tilted,black
59.34385416666667,59.132854817708335,57.80570963541667,10k,lamp,tilted,black
59.47962890625,58.67218098958333,57.821360677083334,10k,lamp,tilted,black
59.966455078125,58.68369791666667,57.85191080729167,10k,lamp,tilted,black
59.79627278645833,58.864296875,57.844189453125,10k,lamp,tilted,black
60.02647135416667,59.417330729166665,57.793212890625,10k,lamp,tilted,black
59.81697916666667,59.33064127604167,57.742392578125,10k,lamp,tilted,black
60.42201497395833,59.408525390625,57.90011393229167,10k,lamp,tilted,black
60.28437825520833,59.242906901041664,57.95088216145833,10k,lamp,tilted,black
60.194814453125,60.01841796875,57.978313802083335,10k,lamp,tilted,black
60.14592122395833,59.94927734375,58.049990234375,10k,lamp,tilted,black
60.146083984375,59.685810546875,58.184557291666664,10k,lamp,tilted,black
60.184765625,59.610296223958336,58.26704427083333,10k,lamp,tilted,black
59.93441080729167,59.653590494791665,58.268382161458334,10k,lamp,tilted,black
59.796686197916664,60.016083984375,58.20022786458333,10k,lamp,tilted,black
60.030247395833335,60.15233723958333,58.12326822916667,10k,lamp,tilted,black
59.80199544270833,60.23754231770833,58.306435546875,10k,lamp,tilted,black
60.130615234375,60.05493815104167,58.36853515625,10k,lamp,tilted,black
60.47099283854167,60.04483723958333,58.43224934895834,10k,lamp,tilted,black
60.180146484375,59.592845052083334,58.869274088541665,10k,lamp,tilted,black
60.41412434895833,59.618232421875,59.39532552083333,10k,lamp,tilted,black
60.082177734375,59.661800130208334,59.62657877604167,10k,lamp,tilted,black
60.04963541666667,59.966376953125,59.790377604166665,10k,lamp,tilted,black
60.2214453125,59.896686197916665,59.86228841145833,10k,lamp,tilted,black
60.174248046875,60.02272135416667,59.890042317708335,10k,lamp,tilted,black
60.41264322916667,59.910009765625,60.085055338541665,10k,lamp,tilted,black
60.584918619791665,60.52925130208333,60.04856770833333,10k,lamp,tilted,black
60.62578450520834,60.6912109375,60.011142578125,10k,lamp,tilted,black
60.48105794270833,59.81443033854167,60.100032552083334,10k,lamp,tilted,black
60.32814453125,59.340390625,59.98197265625,10k,lamp,tilted,black
60.17037760416667,59.42208333333333,59.958447265625,10k,lamp,tilted,black
60.108697916666664,59.50207682291666,59.84463541666667,10k,lamp,tilted,black
60.245432942708334,60.00589192708333,59.77103515625,10k,lamp,tilted,black
60.40285481770833,60.17900390625,59.74678059895833,10k,lamp,tilted,black
60.430654296875,60.05980794270833,59.757867838541664,10k,lamp,tilted,black
60.35215494791667,60.46102864583333,59.724947916666665,10k,lamp,tilted,black
60.35927408854167,60.36795247395833,59.68341796875,10k,lamp,tilted,black
60.43650390625,60.34606119791667,59.60017578125,10k,lamp,tilted,black
60.35516276041667,60.30477864583333,59.357555338541665,10k,lamp,tilted,black
60.423831380208334,60.087483723958336,59.379108072916665,10k,lamp,tilted,black
60.43462890625,60.16087890625,59.35029296875,10k,lamp,tilted,black
60.27315755208333,59.85543619791667,59.4139453125,10k,lamp,tilted,black
60.462307942708335,59.70652669270833,59.43423502604167,10k,lamp,tilted,black
60.44581705729167,60.330631510416666,59.33766927083333,10k,lamp,tilted,black
60.12083333333333,59.837490234375,59.32565104166667,10k,lamp,tilted,black
60.320162760416665,60.05953450520833,59.31651041666667,10k,lamp,tilted,black
60.09208658854167,61.12580078125,58.99190755208333,10k,lamp,tilted,black
60.41171223958333,61.43027994791667,58.92182942708333,10k,lamp,tilted,black
59.998264973958335,60.968723958333335,59.013606770833334,10k,lamp,tilted,black
60.160374348958335,60.80505859375,59.024189453125,10k,lamp,tilted,black
60.2374609375,60.97736328125,58.973942057291666,10k,lamp,tilted,black
60.221204427083336,60.68998697916667,58.93392252604167,10k,lamp,tilted,black
59.969365234375,61.042080078125,58.842701822916666,10k,lamp,tilted,black
60.203896484375,61.400322265625,58.800807291666665,10k,lamp,tilted,black
59.968349609375,61.074475911458336,58.85540690104167,10k,lamp,tilted,black
60.070810546875,60.57463216145833,58.90972005208334,10k,lamp,tilted,black
60.18125325520833,60.97770833333333,58.85722981770834,10k,lamp,tilted,black
60.153821614583336,60.92865885416666,58.84572591145833,10k,lamp,tilted,black
59.98161458333333,60.31314778645833,58.888483072916664,10k,lamp,tilted,black
60.27498046875,60.463125,58.89509765625,10k,lamp,tilted,black
60.245146484375,60.457789713541665,58.967701822916666,10k,lamp,tilted,black
59.98526041666667,60.465100911458336,58.970126953125,10k,lamp,tilted,black
60.038235677083335,60.64509765625,58.95654296875,10k,lamp,tilted,black
59.998346354166664,60.62321614583333,58.895908203125,10k,lamp,tilted,black
60.125013020833336,60.403157552083336,58.93176432291666,10k,lamp,tilted,black
76.62698893229167,197.24437825520835,130.065458984375,10k,lamp,tilted,turquoise
76.63344075520833,197.2041015625,130.13170247395834,10k,lamp,tilted,turquoise
76.62217447916667,197.18100260416668,130.285205078125,10k,lamp,tilted,turquoise
76.62764973958333,197.13129557291666,130.35707682291667,10k,lamp,tilted,turquoise
76.62017252604167,196.97349934895834,130.54886067708333,10k,lamp,tilted,turquoise
76.64972330729167,196.931064453125,130.63438802083334,10k,lamp,tilted,turquoise
76.68618815104166,196.83921875,130.99167317708333,10k,lamp,tilted,turquoise
76.6914453125,196.83979817708334,131.14995442708334,10k,lamp,tilted,turquoise
76.68127278645834,196.8214453125,131.18940104166666,10k,lamp,tilted,turquoise
76.68929361979167,196.68393880208333,131.32544270833333,10k,lamp,tilted,turquoise
76.70774739583334,196.660068359375,131.517607421875,10k,lamp,tilted,turquoise
76.72003580729167,196.49932291666667,131.70896158854165,10k,lamp,tilted,turquoise
76.715341796875,196.0025,131.91328776041667,10k,lamp,tilted,turquoise
76.77174153645834,195.55363932291667,132.08175130208335,10k,lamp,tilted,turquoise
76.76093424479167,195.68173502604168,132.07401041666665,10k,lamp,tilted,turquoise
76.71096028645833,196.29125,131.43788736979167,10k,lamp,tilted,turquoise
76.68521809895833,196.54896158854166,131.23283528645834,10k,lamp,tilted,turquoise
76.701416015625,196.84307291666667,131.02561848958334,10k,lamp,tilted,turquoise
76.71656575520834,196.621689453125,131.40350260416668,10k,lamp,tilted,turquoise
76.716669921875,196.664833984375,131.40742513020834,10k,lamp,tilted,turquoise
76.72380208333334,196.70065104166667,131.42053059895832,10k,lamp,tilted,turquoise
76.70648763020833,196.59921549479168,131.42697916666665,10k,lamp,tilted,turquoise
76.704521484375,196.7398046875,131.48710286458333,10k,lamp,tilted,turquoise
76.70913411458334,196.73351888020832,131.51375325520834,10k,lamp,tilted,turquoise
76.699072265625,196.65836263020833,131.53037760416666,10k,lamp,tilted,turquoise
76.73056315104166,196.79097981770835,131.576650390625,10k,lamp,tilted,turquoise
76.75225260416667,196.67281575520835,131.801796875,10k,lamp,tilted,turquoise
76.73754557291667,196.60032552083334,131.92200846354166,10k,lamp,tilted,turquoise
76.74359700520833,196.553583984375,132.03478515625,10k,lamp,tilted,turquoise
76.77239583333333,196.52584635416667,132.15140950520833,10k,lamp,tilted,turquoise
76.78462239583334,196.558427734375,132.21463541666665,10k,lamp,tilted,turquoise
76.77369140625,196.52941080729167,132.284169921875,10k,lamp,tilted,turquoise
76.77888020833333,196.567900390625,132.2512109375,10k,lamp,tilted,turquoise
76.791982421875,196.61277018229165,132.26283203125,10k,lamp,tilted,turquoise
76.778310546875,196.736943359375,132.257060546875,10k,lamp,tilted,turquoise
76.77058919270833,196.682353515625,132.26826171875,10k,lamp,tilted,turquoise
76.794228515625,196.53478190104167,132.42580403645835,10k,lamp,tilted,turquoise
76.79720377604167,196.44707682291667,132.51227864583333,10k,lamp,tilted,turquoise
76.81939127604167,196.08047200520832,132.89974934895832,10k,lamp,tilted,turquoise
76.82347005208334,196.23501627604168,132.92069661458333,10k,lamp,tilted,turquoise
76.835478515625,196.21152669270833,133.01970052083334,10k,lamp,tilted,turquoise
76.81622395833334,196.35393880208332,132.93258463541667,10k,lamp,tilted,turquoise
76.82359700520833,196.40724283854166,132.79321614583333,10k,lamp,tilted,turquoise
76.804775390625,196.48648763020833,132.698369140625,10k,lamp,tilted,turquoise
76.83028645833333,196.52173828125,132.70520833333333,10k,lamp,tilted,turquoise
76.81391927083334,196.48246419270833,132.57477864583333,10k,lamp,tilted,turquoise
76.78332682291666,196.42681966145832,132.44326822916668,10k,lamp,tilted,turquoise
76.78225911458334,196.5060546875,132.35808268229167,10k,lamp,tilted,turquoise
76.78810546875,196.41243815104167,132.4147265625,10k,lamp,tilted,turquoise
76.78641927083333,196.401904296875,132.415751953125,10k,lamp,tilted,turquoise
76.78589518229167,196.45076822916667,132.450576171875,10k,lamp,tilted,turquoise
76.80536458333333,196.37920247395834,132.62572265625,10k,lamp,tilted,turquoise
76.8093359375,196.37770182291666,132.7359765625,10k,lamp,tilted,turquoise
76.80793294270833,196.378623046875,132.85033528645835,10k,lamp,tilted,turquoise
76.83366861979167,196.27509440104166,132.99046223958334,10k,lamp,tilted,turquoise
76.87086588541666,196.16312825520833,133.36842122395834,10k,lamp,tilted,turquoise
76.8796484375,196.07867513020832,133.45837890625,10k,lamp,tilted,turquoise
76.895302734375,196.17920247395833,133.42210286458334,10k,lamp,tilted,turquoise
76.889814453125,196.168701171875,133.45877604166665,10k,lamp,tilted,turquoise
76.890419921875,196.11065104166667,133.37775390625,10k,lamp,tilted,turquoise
76.8539453125,196.12705403645833,133.12034830729166,10k,lamp,tilted,turquoise
76.86525390625,196.01722330729166,133.18608072916666,10k,lamp,tilted,turquoise
76.90176106770834,195.75584309895834,133.627236328125,10k,lamp,tilted,turquoise
76.90047200520833,195.90732096354168,133.67501302083335,10k,lamp,tilted,turquoise
76.89898763020834,195.84715494791666,133.73979817708334,10k,lamp,tilted,turquoise
76.90962890625,195.93654947916667,133.737001953125,10k,lamp,tilted,turquoise
76.90707356770834,196.091650390625,133.56961588541665,10k,lamp,tilted,turquoise
76.88034505208333,196.13470703125,133.35271484375,10k,lamp,tilted,turquoise
76.87740234375,196.20049153645834,133.29968098958332,10k,lamp,tilted,turquoise
76.868935546875,196.11134765625,133.45721354166668,10k,lamp,tilted,turquoise
76.8926171875,195.97287109375,133.667783203125,10k,lamp,tilted,turquoise
76.9033203125,195.958798828125,133.79026041666665,10k,lamp,tilted,turquoise
76.90973307291667,196.00722005208334,133.73018880208335,10k,lamp,tilted,turquoise
76.91709309895833,195.93213216145833,133.81533528645832,10k,lamp,tilted,turquoise
76.92245442708334,195.920556640625,133.97235677083333,10k,lamp,tilted,turquoise
86.95471028645834,11.212760416666667,124.823076171875,10k,lamp,tilted,white
86.96162760416667,11.185325520833333,124.82187825520833,10k,lamp,tilted,white
88.34287434895833,11.255947265625,124.79141276041666,10k,lamp,tilted,white
87.59074544270834,11.162333984375,124.753515625,10k,lamp,tilted,white
87.628369140625,11.208681640625,124.75241861979167,10k,lamp,tilted,white
87.62052083333333,11.244326171875,124.74953450520833,10k,lamp,tilted,white
87.01965494791666,11.148212890625,124.57021484375,10k,lamp,tilted,white
86.92944661458333,11.115413411458333,124.45003580729167,10k,lamp,tilted,white
86.86671549479166,11.133212890625,124.331240234375,10k,lamp,tilted,white
86.37195638020833,11.186129557291666,124.29513671875,10k,lamp,tilted,white
86.20227864583333,11.211162109375,124.280771484375,10k,lamp,tilted,white
86.977568359375,11.249427083333334,124.24304361979166,10k,lamp,tilted,white
86.23997395833334,11.2881640625,124.21129231770833,10k,lamp,tilted,white
